"timeframe","Anc2012","anc2012_nf","start_date","end_date","PctPoorPersons","PctPoorChildren","PctPoorElderly","AvgFamilyIncAdj","PctPoorPersons_m","PctPoorChildren_m","PctPoorElderly_m","AvgFamilyIncAdj_m","PctChgAvgFamilyIncAdj","Tanf_client","Fs_client"
2010,"ANC 1C","1C","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",148,658
2011,"ANC 1C","1C","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",166,792
2012,"ANC 1C","1C","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",133,846
2013,"ANC 1C","1C","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",148,860
2014,"ANC 1C","1C","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",128,766
2015,"ANC 1C","1C","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",141,758
2000,"ANC 1D","1D","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",194,573
2001,"ANC 1D","1D","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",191,545
2002,"ANC 1D","1D","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",187,493
2003,"ANC 1D","1D","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",186,501
2004,"ANC 1D","1D","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",182,508
2005,"ANC 1D","1D","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",139,475
2006,"ANC 1D","1D","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",148,495
2007,"ANC 1D","1D","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",169,528
2008,"ANC 1D","1D","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",129,510
2009,"ANC 1D","1D","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",133,651
2010,"ANC 1D","1D","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",165,792
2011,"ANC 1D","1D","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",153,951
2012,"ANC 1D","1D","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",153,1016
2013,"ANC 1D","1D","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",127,1044
2014,"ANC 1D","1D","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",108,981
2015,"ANC 1D","1D","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",130,1026
2000,"ANC 2A","2A","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",3.0,72
2001,"ANC 2A","2A","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",2.5,58
2002,"ANC 2A","2A","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",0.5,45
2003,"ANC 2A","2A","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1.5,34
2004,"ANC 2A","2A","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",12,44
2005,"ANC 2A","2A","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",6.8,43
2006,"ANC 2A","2A","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",9.2,52
2007,"ANC 2A","2A","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",26,84
2008,"ANC 2A","2A","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",33,91
2009,"ANC 2A","2A","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",20,81
2010,"ANC 2A","2A","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",27,105
2011,"ANC 2A","2A","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",37,117
2012,"ANC 2A","2A","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",33,119
2013,"ANC 2A","2A","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",28,126
2014,"ANC 2A","2A","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",13,108
2015,"ANC 2A","2A","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",17,157
2000,"ANC 2B","2B","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",181,429
2001,"ANC 2B","2B","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",178,400
2002,"ANC 2B","2B","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",186,423
2003,"ANC 2B","2B","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",180,426
2004,"ANC 2B","2B","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",182,410
2005,"ANC 2B","2B","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",161,402
2006,"ANC 2B","2B","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",148,391
2007,"ANC 2B","2B","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",142,393
2008,"ANC 2B","2B","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",114,354
2009,"ANC 2B","2B","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",131,400
2010,"ANC 2B","2B","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",140,481
2011,"ANC 2B","2B","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",101,483
2012,"ANC 2B","2B","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",88,493
2013,"ANC 2B","2B","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",80,482
2014,"ANC 2B","2B","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",60,447
2015,"ANC 2B","2B","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",53,400
2000,"ANC 2C","2C","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",56,575
2001,"ANC 2C","2C","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",42,510
2002,"ANC 2C","2C","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",47,576
2003,"ANC 2C","2C","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",52,723
2004,"ANC 2C","2C","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",52,815
2005,"ANC 2C","2C","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",42,825
2006,"ANC 2C","2C","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",35,756
2007,"ANC 2C","2C","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",33,511
2008,"ANC 2C","2C","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",19,403
2009,"ANC 2C","2C","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",16,405
2010,"ANC 2C","2C","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",16,417
2011,"ANC 2C","2C","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",21,452
2012,"ANC 2C","2C","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",27,437
2013,"ANC 2C","2C","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",26,426
2014,"ANC 2C","2C","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",24,402
2015,"ANC 2C","2C","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",22,401
2000,"ANC 2D","2D","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",0.0,4.0
2001,"ANC 2D","2D","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",2.0,3.5
2002,"ANC 2D","2D","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",0.0,5.0
2003,"ANC 2D","2D","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",0.0,5.5
2004,"ANC 2D","2D","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",0.0,20
2005,"ANC 2D","2D","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1.5,24
2006,"ANC 2D","2D","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",0.0,21
2007,"ANC 2D","2D","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",0.0,15
2008,"ANC 2D","2D","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",0.0,6.5
2009,"ANC 2D","2D","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",0.0,8.5
2010,"ANC 2D","2D","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",2.0,13
2011,"ANC 2D","2D","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",2.0,16
2012,"ANC 2D","2D","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",4.0,29
2013,"ANC 2D","2D","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",4.5,18
2014,"ANC 2D","2D","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",0.0,19
2015,"ANC 2D","2D","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",0.0,15
2000,"ANC 2E","2E","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",5.6,13
2001,"ANC 2E","2E","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",5.8,16
2002,"ANC 2E","2E","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",7.2,17
2003,"ANC 2E","2E","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",6.3,15
2004,"ANC 2E","2E","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",9.3,16
2005,"ANC 2E","2E","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",6.2,22
2006,"ANC 2E","2E","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1.1,17
2007,"ANC 2E","2E","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",5.3,31
2008,"ANC 2E","2E","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",3.7,25
2009,"ANC 2E","2E","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",5.7,35
2010,"ANC 2E","2E","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",7.2,40
2011,"ANC 2E","2E","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",9.9,60
2012,"ANC 2E","2E","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",7.3,63
2013,"ANC 2E","2E","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",5.7,54
2014,"ANC 2E","2E","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",5.2,58
2015,"ANC 2E","2E","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",4.7,55
2000,"ANC 2F","2F","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",323,977
2001,"ANC 2F","2F","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",350,963
2002,"ANC 2F","2F","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",384,1001
2003,"ANC 2F","2F","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",395,1051
2004,"ANC 2F","2F","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",392,1037
2005,"ANC 2F","2F","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",378,1133
2006,"ANC 2F","2F","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",337,1211
2007,"ANC 2F","2F","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",282,1219
2008,"ANC 2F","2F","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",252,1272
2009,"ANC 2F","2F","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",263,1251
2010,"ANC 2F","2F","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",288,1413
2011,"ANC 2F","2F","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",292,1625
2012,"ANC 2F","2F","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",289,1742
2013,"ANC 2F","2F","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",283,1871
2014,"ANC 2F","2F","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",238,1732
2015,"ANC 2F","2F","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",214,1658
2000,"ANC 3B","3B","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",14,45
2001,"ANC 3B","3B","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",14,39
2002,"ANC 3B","3B","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",9.6,41
2003,"ANC 3B","3B","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",5.9,35
2004,"ANC 3B","3B","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",9.1,43
2005,"ANC 3B","3B","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",9.6,44
2006,"ANC 3B","3B","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",10,49
2007,"ANC 3B","3B","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",11,43
2008,"ANC 3B","3B","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",11,47
2009,"ANC 3B","3B","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",16,71
2010,"ANC 3B","3B","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",9.3,85
2011,"ANC 3B","3B","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",8.4,92
2012,"ANC 3B","3B","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",6.5,117
2013,"ANC 3B","3B","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",7.9,113
2014,"ANC 3B","3B","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",5.3,123
2015,"ANC 3B","3B","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",7.3,126
2000,"ANC 3C","3C","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",9.5,57
2001,"ANC 3C","3C","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",12,49
2002,"ANC 3C","3C","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",14,55
2003,"ANC 3C","3C","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",16,48
2004,"ANC 3C","3C","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",14,60
2005,"ANC 3C","3C","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",9.8,59
2006,"ANC 3C","3C","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",11,58
2007,"ANC 3C","3C","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",8.1,56
2008,"ANC 3C","3C","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",6.5,50
2009,"ANC 3C","3C","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",6.5,64
2010,"ANC 3C","3C","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",8.2,81
2011,"ANC 3C","3C","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",8.5,107
2012,"ANC 3C","3C","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",9.3,109
2013,"ANC 3C","3C","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",12,123
2014,"ANC 3C","3C","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",9.1,129
2015,"ANC 3C","3C","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",3.8,138
2000,"ANC 3D","3D","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",13,27
2001,"ANC 3D","3D","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",7.7,22
2002,"ANC 3D","3D","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",7.7,20
2003,"ANC 3D","3D","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",6.9,26
2004,"ANC 3D","3D","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",10.0,31
2005,"ANC 3D","3D","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",8.5,30
2006,"ANC 3D","3D","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1.1,20
2007,"ANC 3D","3D","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",1.1,19
2008,"ANC 3D","3D","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",1.1,20
2009,"ANC 3D","3D","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",1.1,33
2010,"ANC 3D","3D","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",4.2,36
2011,"ANC 3D","3D","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",12,64
2012,"ANC 3D","3D","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",18,102
2013,"ANC 3D","3D","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",20,104
2014,"ANC 3D","3D","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",9.6,98
2015,"ANC 3D","3D","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",8.1,107
2000,"ANC 3E","3E","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1.9,27
2001,"ANC 3E","3E","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",0.6,25
2002,"ANC 3E","3E","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",4.6,27
2003,"ANC 3E","3E","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",2.1,25
2004,"ANC 3E","3E","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",0.5,28
2005,"ANC 3E","3E","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",2.1,37
2006,"ANC 3E","3E","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",4.2,45
2007,"ANC 3E","3E","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",2.4,44
2008,"ANC 3E","3E","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",4.0,43
2009,"ANC 3E","3E","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",4.1,57
2010,"ANC 3E","3E","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",4.3,72
2011,"ANC 3E","3E","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",9.6,84
2012,"ANC 3E","3E","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",10,78
2013,"ANC 3E","3E","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",7.1,90
2014,"ANC 3E","3E","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",7.9,89
2015,"ANC 3E","3E","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",6.2,112
2000,"ANC 3F","3F","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1.9,25
2001,"ANC 3F","3F","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",7.0,27
2002,"ANC 3F","3F","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",9.6,31
2003,"ANC 3F","3F","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",5.4,32
2004,"ANC 3F","3F","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",5.8,36
2005,"ANC 3F","3F","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",2.8,32
2006,"ANC 3F","3F","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",4.9,43
2007,"ANC 3F","3F","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",11,40
2008,"ANC 3F","3F","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",6.9,40
2009,"ANC 3F","3F","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",9.8,58
2010,"ANC 3F","3F","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",12,69
2011,"ANC 3F","3F","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",16,81
2012,"ANC 3F","3F","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",16,87
2013,"ANC 3F","3F","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",14,95
2014,"ANC 3F","3F","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",14,93
2015,"ANC 3F","3F","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",11,101
2000,"ANC 3G","3G","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",4.1,56
2001,"ANC 3G","3G","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",4.0,49
2002,"ANC 3G","3G","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",6.2,46
2003,"ANC 3G","3G","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",3.5,50
2004,"ANC 3G","3G","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",5.0,62
2005,"ANC 3G","3G","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",5.9,60
2006,"ANC 3G","3G","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",8.5,69
2007,"ANC 3G","3G","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",7.8,61
2008,"ANC 3G","3G","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",7.1,61
2009,"ANC 3G","3G","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",6.6,73
2010,"ANC 3G","3G","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",12,106
2011,"ANC 3G","3G","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",13,120
2012,"ANC 3G","3G","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",11,145
2013,"ANC 3G","3G","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",11,168
2014,"ANC 3G","3G","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",13,151
2015,"ANC 3G","3G","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",12,181
2000,"ANC 4A","4A","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",350,746
2001,"ANC 4A","4A","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",360,753
2002,"ANC 4A","4A","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",350,702
2003,"ANC 4A","4A","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",386,870
2004,"ANC 4A","4A","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",399,950
2005,"ANC 4A","4A","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",437,990
2006,"ANC 4A","4A","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",458,1078
2007,"ANC 4A","4A","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",393,1087
2008,"ANC 4A","4A","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",438,1181
2009,"ANC 4A","4A","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",531,1606
2010,"ANC 4A","4A","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",565,2139
2011,"ANC 4A","4A","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",650,2686
2012,"ANC 4A","4A","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",731,3059
2013,"ANC 4A","4A","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",679,3106
2014,"ANC 4A","4A","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",661,2951
2015,"ANC 4A","4A","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",652,3172
2000,"ANC 4B","4B","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",802,1451
2001,"ANC 4B","4B","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",781,1342
2002,"ANC 4B","4B","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",807,1324
2003,"ANC 4B","4B","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",799,1449
2004,"ANC 4B","4B","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",892,1688
2005,"ANC 4B","4B","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",836,1772
2006,"ANC 4B","4B","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",812,1852
2007,"ANC 4B","4B","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",806,1859
2008,"ANC 4B","4B","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",858,2081
2009,"ANC 4B","4B","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",946,2588
2010,"ANC 4B","4B","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1036,3040
2011,"ANC 4B","4B","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",1088,3578
2012,"ANC 4B","4B","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",1154,3795
2013,"ANC 4B","4B","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",1064,3813
2014,"ANC 4B","4B","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",990,3573
2015,"ANC 4B","4B","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",952,3568
2000,"ANC 4C","4C","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1179,2208
2001,"ANC 4C","4C","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1058,1955
2002,"ANC 4C","4C","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1124,1978
2003,"ANC 4C","4C","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1126,2202
2004,"ANC 4C","4C","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1156,2334
2005,"ANC 4C","4C","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1208,2455
2006,"ANC 4C","4C","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1115,2518
2007,"ANC 4C","4C","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",985,2493
2008,"ANC 4C","4C","01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",985,2609
2009,"ANC 4C","4C","01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",1126,3380
2010,"ANC 4C","4C","01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1253,4210
2011,"ANC 4C","4C","01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",1266,4905
2012,"ANC 4C","4C","01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",1377,5318
2013,"ANC 4C","4C","01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",1305,5340
2014,"ANC 4C","4C","01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",1110,4774
2015,"ANC 4C","4C","01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",1041,4804
2000,"ANC 4D","4D","01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",886,1627
2001,"ANC 4D","4D","01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",892,1518
2002,"ANC 4D","4D","01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",920,1488
2003,"ANC 4D","4D","01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",884,1599
2004,"ANC 4D","4D","01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",914,1719
2005,"ANC 4D","4D","01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",916,1845
2006,"ANC 4D","4D","01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",928,1916
2007,"ANC 4D","4D","01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",848,1908
