"timeframe","cluster2017","cluster2017_nf","start_date","end_date","PctPoorPersons","PctPoorChildren","PctPoorElderly","AvgFamilyIncAdj","PctPoorPersons_m","PctPoorChildren_m","PctPoorElderly_m","AvgFamilyIncAdj_m","PctChgAvgFamilyIncAdj","Tanf_client","Fs_client"
"1990 to 2000","Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",13,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",21,"X","X"
"1990 to 2000","Cathedral Heights, McLean Gardens, Glover Park",14,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-4.0,"X","X"
"1990 to 2000","Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",15,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",6.1,"X","X"
"1990 to 2000","Colonial Village, Shepherd Park, North Portal Estates",16,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",5.4,"X","X"
"1990 to 2000","Takoma, Brightwood, Manor Park",17,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-1.5,"X","X"
"1990 to 2000","Brightwood Park, Crestwood, Petworth",18,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",8.2,"X","X"
"1990 to 2000","Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",19,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-0.7,"X","X"
"1990 to 2000","North Michigan Park, Michigan Park, University Heights",20,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-7.4,"X","X"
"1990 to 2000","Edgewood, Bloomingdale, Truxton Circle, Eckington",21,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-3.9,"X","X"
"1990 to 2000","Brookland, Brentwood, Langdon",22,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",8.4,"X","X"
"1990 to 2000","Ivy City, Arboretum, Trinidad, Carver Langston",23,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-0.4,"X","X"
"1990 to 2000","Woodridge, Fort Lincoln, Gateway",24,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",2.3,"X","X"
"1990 to 2000","Union Station, Stanton Park, Kingman Park",25,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",4.4,"X","X"
"1990 to 2000","Capitol Hill, Lincoln Park",26,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",17,"X","X"
"1990 to 2000","Near Southeast, Navy Yard",27,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-6.4,"X","X"
"1990 to 2000","Historic Anacostia",28,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-9.6,"X","X"
"1990 to 2000","Eastland Gardens, Kenilworth",29,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-33,"X","X"
"1990 to 2000","Mayfair, Hillbrook, Mahaning Heights",30,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-12,"X","X"
"1990 to 2000","Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",31,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",2.6,"X","X"
"1990 to 2000","River Terrace, Benning, Greenway, Dupont Park",32,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-8.9,"X","X"
"1990 to 2000","Capitol View, Marshall Heights, Benning Heights",33,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-4.3,"X","X"
"1990 to 2000","Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",34,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",5.2,"X","X"
"1990 to 2000","Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",35,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-8.7,"X","X"
"1990 to 2000","Woodland/Fort Stanton, Garfield Heights, Knox Hill",36,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-7.5,"X","X"
"1990 to 2000","Sheridan, Barry Farm, Buena Vista",37,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-22,"X","X"
"1990 to 2000","Douglas, Shipley Terrace",38,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-11,"X","X"
"1990 to 2000","Congress Heights, Bellevue, Washington Highlands",39,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",4.7,"X","X"
"1990 to 2000","Walter Reed",40,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",14,"X","X"
"1990 to 2000","Rock Creek Park",41,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",2.3,"X","X"
"1990 to 2000","Saint Elizabeths",43,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",-2.0,"X","X"
"1990 to 2000","Joint Base Anacostia-Bolling",44,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",15,"X","X"
"1990 to 2000","Arboretum, Anacostia River",46,"01JAN1990","31DEC2000","X","X","X","X","X","X","X","X",".","X","X"
2000,"Kalorama Heights, Adams Morgan, Lanier Heights",01,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",247,546
2001,"Kalorama Heights, Adams Morgan, Lanier Heights",01,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",241,526
2002,"Kalorama Heights, Adams Morgan, Lanier Heights",01,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",233,536
2003,"Kalorama Heights, Adams Morgan, Lanier Heights",01,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",212,550
2004,"Kalorama Heights, Adams Morgan, Lanier Heights",01,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",178,565
2005,"Kalorama Heights, Adams Morgan, Lanier Heights",01,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",155,533
2006,"Kalorama Heights, Adams Morgan, Lanier Heights",01,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",128,526
2007,"Kalorama Heights, Adams Morgan, Lanier Heights",01,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",121,516
2008,"Kalorama Heights, Adams Morgan, Lanier Heights",01,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",118,464
2009,"Kalorama Heights, Adams Morgan, Lanier Heights",01,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",137,562
2010,"Kalorama Heights, Adams Morgan, Lanier Heights",01,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",145,655
2011,"Kalorama Heights, Adams Morgan, Lanier Heights",01,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",163,790
2012,"Kalorama Heights, Adams Morgan, Lanier Heights",01,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",133,855
2013,"Kalorama Heights, Adams Morgan, Lanier Heights",01,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",147,857
2014,"Kalorama Heights, Adams Morgan, Lanier Heights",01,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",125,767
2015,"Kalorama Heights, Adams Morgan, Lanier Heights",01,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",139,759
2000,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",02,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",3366,6356
2001,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",02,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",3389,6071
2002,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",02,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",3322,5864
2003,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",02,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",3144,5940
2004,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",02,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",3116,5937
2005,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",02,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",3001,6138
2006,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",02,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",2586,5831
2007,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",02,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",2425,5629
2008,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",02,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",2348,5580
2009,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",02,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",2510,6558
2010,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",02,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",2675,7921
2011,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",02,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",2614,8965
2012,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",02,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",2521,9186
2013,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",02,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",2383,9422
2014,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",02,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",2139,8744
2015,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",02,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",1941,8711
2000,"Howard University, Le Droit Park, Cardozo/Shaw",03,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",640,1232
2001,"Howard University, Le Droit Park, Cardozo/Shaw",03,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",566,1134
2002,"Howard University, Le Droit Park, Cardozo/Shaw",03,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",542,1109
2003,"Howard University, Le Droit Park, Cardozo/Shaw",03,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",535,1134
2004,"Howard University, Le Droit Park, Cardozo/Shaw",03,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",568,1141
2005,"Howard University, Le Droit Park, Cardozo/Shaw",03,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",524,1094
2006,"Howard University, Le Droit Park, Cardozo/Shaw",03,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",403,1018
2007,"Howard University, Le Droit Park, Cardozo/Shaw",03,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",399,978
2008,"Howard University, Le Droit Park, Cardozo/Shaw",03,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",380,952
2009,"Howard University, Le Droit Park, Cardozo/Shaw",03,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",356,1060
2010,"Howard University, Le Droit Park, Cardozo/Shaw",03,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",357,1251
2011,"Howard University, Le Droit Park, Cardozo/Shaw",03,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",318,1400
2012,"Howard University, Le Droit Park, Cardozo/Shaw",03,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",317,1432
2013,"Howard University, Le Droit Park, Cardozo/Shaw",03,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",327,1395
2014,"Howard University, Le Droit Park, Cardozo/Shaw",03,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",302,1270
2015,"Howard University, Le Droit Park, Cardozo/Shaw",03,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",252,1238
2000,"Georgetown, Burleith/Hillandale",04,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",6.0,14
2001,"Georgetown, Burleith/Hillandale",04,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",6.3,17
2002,"Georgetown, Burleith/Hillandale",04,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",7.6,18
2003,"Georgetown, Burleith/Hillandale",04,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",6.5,16
2004,"Georgetown, Burleith/Hillandale",04,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",9.5,17
2005,"Georgetown, Burleith/Hillandale",04,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",6.7,23
2006,"Georgetown, Burleith/Hillandale",04,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1.3,18
2007,"Georgetown, Burleith/Hillandale",04,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",5.5,33
2008,"Georgetown, Burleith/Hillandale",04,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",4.1,26
2009,"Georgetown, Burleith/Hillandale",04,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",6.4,37
2010,"Georgetown, Burleith/Hillandale",04,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",7.7,42
2011,"Georgetown, Burleith/Hillandale",04,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",10,63
2012,"Georgetown, Burleith/Hillandale",04,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",7.5,66
2013,"Georgetown, Burleith/Hillandale",04,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",5.9,57
2014,"Georgetown, Burleith/Hillandale",04,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",5.4,62
2015,"Georgetown, Burleith/Hillandale",04,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",4.9,58
2000,"West End, Foggy Bottom, GWU",05,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",3.0,64
2001,"West End, Foggy Bottom, GWU",05,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1.0,50
2002,"West End, Foggy Bottom, GWU",05,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",0.8,43
2003,"West End, Foggy Bottom, GWU",05,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",0.8,31
2004,"West End, Foggy Bottom, GWU",05,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",10,39
2005,"West End, Foggy Bottom, GWU",05,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",3.5,39
2006,"West End, Foggy Bottom, GWU",05,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",8.0,48
2007,"West End, Foggy Bottom, GWU",05,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",25,79
2008,"West End, Foggy Bottom, GWU",05,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",31,86
2009,"West End, Foggy Bottom, GWU",05,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",19,74
2010,"West End, Foggy Bottom, GWU",05,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",27,97
2011,"West End, Foggy Bottom, GWU",05,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",35,111
2012,"West End, Foggy Bottom, GWU",05,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",31,114
2013,"West End, Foggy Bottom, GWU",05,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",24,122
2014,"West End, Foggy Bottom, GWU",05,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",12,101
2015,"West End, Foggy Bottom, GWU",05,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",18,149
2000,"Dupont Circle, Connecticut Avenue/K Street",06,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",188,453
2001,"Dupont Circle, Connecticut Avenue/K Street",06,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",185,425
2002,"Dupont Circle, Connecticut Avenue/K Street",06,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",193,445
2003,"Dupont Circle, Connecticut Avenue/K Street",06,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",186,449
2004,"Dupont Circle, Connecticut Avenue/K Street",06,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",188,436
2005,"Dupont Circle, Connecticut Avenue/K Street",06,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",171,425
2006,"Dupont Circle, Connecticut Avenue/K Street",06,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",156,417
2007,"Dupont Circle, Connecticut Avenue/K Street",06,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",150,416
2008,"Dupont Circle, Connecticut Avenue/K Street",06,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",120,372
2009,"Dupont Circle, Connecticut Avenue/K Street",06,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",137,421
2010,"Dupont Circle, Connecticut Avenue/K Street",06,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",145,503
2011,"Dupont Circle, Connecticut Avenue/K Street",06,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",106,506
2012,"Dupont Circle, Connecticut Avenue/K Street",06,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",93,519
2013,"Dupont Circle, Connecticut Avenue/K Street",06,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",89,509
2014,"Dupont Circle, Connecticut Avenue/K Street",06,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",63,473
2015,"Dupont Circle, Connecticut Avenue/K Street",06,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",55,420
2000,"Shaw, Logan Circle",07,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",809,1852
2001,"Shaw, Logan Circle",07,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",853,1843
2002,"Shaw, Logan Circle",07,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",890,1923
2003,"Shaw, Logan Circle",07,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",910,1994
2004,"Shaw, Logan Circle",07,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",907,2007
2005,"Shaw, Logan Circle",07,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",871,2093
2006,"Shaw, Logan Circle",07,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",757,2085
2007,"Shaw, Logan Circle",07,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",724,2032
2008,"Shaw, Logan Circle",07,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",622,1946
2009,"Shaw, Logan Circle",07,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",635,2105
2010,"Shaw, Logan Circle",07,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",637,2407
2011,"Shaw, Logan Circle",07,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",622,2694
2012,"Shaw, Logan Circle",07,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",610,2773
2013,"Shaw, Logan Circle",07,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",576,2836
2014,"Shaw, Logan Circle",07,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",505,2624
2015,"Shaw, Logan Circle",07,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",469,2594
2000,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",08,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1188,3307
2001,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",08,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1281,3110
2002,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",08,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",1376,3298
2003,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",08,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",1494,3848
2004,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",08,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1532,3950
2005,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",08,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1555,4023
2006,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",08,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",1390,3934
2007,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",08,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",1274,3563
2008,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",08,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",1031,3248
2009,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",08,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",863,3138
2010,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",08,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",877,3393
2011,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",08,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",913,3732
2012,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",08,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",933,3891
2013,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",08,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",904,3920
2014,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",08,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",874,3625
2015,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",08,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",770,3538
2000,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",09,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",963,1684
2001,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",09,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",936,1637
2002,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",09,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",893,1684
2003,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",09,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",952,1846
2004,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",09,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1049,2048
2005,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",09,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",1018,2017
2006,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",09,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",963,1955
2007,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",09,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",887,1844
2008,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",09,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",907,1991
2009,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",09,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",949,2143
2010,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",09,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",1001,2419
2011,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",09,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",981,2577
2012,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",09,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",965,2665
2013,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",09,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",957,2637
2014,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",09,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",907,2558
2015,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",09,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",807,2505
2000,"Hawthorne, Barnaby Woods, Chevy Chase",10,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",4.1,57
2001,"Hawthorne, Barnaby Woods, Chevy Chase",10,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",4.0,49
2002,"Hawthorne, Barnaby Woods, Chevy Chase",10,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",6.2,46
2003,"Hawthorne, Barnaby Woods, Chevy Chase",10,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",3.6,50
2004,"Hawthorne, Barnaby Woods, Chevy Chase",10,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",5.0,63
2005,"Hawthorne, Barnaby Woods, Chevy Chase",10,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",6.0,60
2006,"Hawthorne, Barnaby Woods, Chevy Chase",10,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",8.6,70
2007,"Hawthorne, Barnaby Woods, Chevy Chase",10,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",7.8,61
2008,"Hawthorne, Barnaby Woods, Chevy Chase",10,"01JAN2008","31DEC2008","X","X","X","X","X","X","X","X","X",7.2,61
2009,"Hawthorne, Barnaby Woods, Chevy Chase",10,"01JAN2009","31DEC2009","X","X","X","X","X","X","X","X","X",6.7,74
2010,"Hawthorne, Barnaby Woods, Chevy Chase",10,"01JAN2010","31DEC2010","X","X","X","X","X","X","X","X","X",12,107
2011,"Hawthorne, Barnaby Woods, Chevy Chase",10,"01JAN2011","31DEC2011","X","X","X","X","X","X","X","X","X",13,121
2012,"Hawthorne, Barnaby Woods, Chevy Chase",10,"01JAN2012","31DEC2012","X","X","X","X","X","X","X","X","X",11,146
2013,"Hawthorne, Barnaby Woods, Chevy Chase",10,"01JAN2013","31DEC2013","X","X","X","X","X","X","X","X","X",11,169
2014,"Hawthorne, Barnaby Woods, Chevy Chase",10,"01JAN2014","31DEC2014","X","X","X","X","X","X","X","X","X",13,152
2015,"Hawthorne, Barnaby Woods, Chevy Chase",10,"01JAN2015","31DEC2015","X","X","X","X","X","X","X","X","X",12,182
2000,"Friendship Heights, American University Park, Tenleytown",11,"01JAN2000","31DEC2000","X","X","X","X","X","X","X","X","X",1.9,30
2001,"Friendship Heights, American University Park, Tenleytown",11,"01JAN2001","31DEC2001","X","X","X","X","X","X","X","X","X",1.9,28
2002,"Friendship Heights, American University Park, Tenleytown",11,"01JAN2002","31DEC2002","X","X","X","X","X","X","X","X","X",6.8,31
2003,"Friendship Heights, American University Park, Tenleytown",11,"01JAN2003","31DEC2003","X","X","X","X","X","X","X","X","X",3.4,31
2004,"Friendship Heights, American University Park, Tenleytown",11,"01JAN2004","31DEC2004","X","X","X","X","X","X","X","X","X",1.1,33
2005,"Friendship Heights, American University Park, Tenleytown",11,"01JAN2005","31DEC2005","X","X","X","X","X","X","X","X","X",2.4,41
2006,"Friendship Heights, American University Park, Tenleytown",11,"01JAN2006","31DEC2006","X","X","X","X","X","X","X","X","X",5.1,50
2007,"Friendship Heights, American University Park, Tenleytown",11,"01JAN2007","31DEC2007","X","X","X","X","X","X","X","X","X",4.1,50
