"timeframe","anc2012","TotPop","TotPop_m","anc2012_nf","start_date","end_date","PctPopUnder18Years","PctPop65andOverYears","PctForeignBorn","PctBlackNonHispBridge","PctWhiteNonHispBridge","PctHisp","PctAsianPINonHispBridge","PctFamiliesOwnChildrenFH","PctPopUnder18Years_m","PctPop65andOverYears_m","PctForeignBorn_m","PctBlackNonHispBridge_m","PctWhiteNonHispBridge_m","PctHisp_m","PctAPINonHispBridge_m","PctFamiliesOwnChildFH_m","PctChgTotPop","PctChgPopUnder18Years","PctChgPop65andOverYear","indc"
1990,"ANC 8E",19116,".","8E","01JAN1990","31DEC1990",37,4.8,0.8,99,0.4,0.2,0.1,79,".",".",".",".",".",".",".",".","X","X","X",1
2010,"ANC 1A","X",".","1A","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",3.3,-33,-6.6,1
2010,"ANC 1B","X",".","1B","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",16,-32,-23,1
2010,"ANC 1C","X",".","1C","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-0.2,-26,45,1
2010,"ANC 1D","X",".","1D","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-11,-28,-5.3,1
2010,"ANC 2A","X",".","2A","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",36,57,-4.9,1
2010,"ANC 2B","X",".","2B","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",0.8,-37,4.6,1
2010,"ANC 2C","X",".","2C","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",181,28,44,1
2010,"ANC 2D","X",".","2D","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",7.4,60,38,1
2010,"ANC 2E","X",".","2E","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",9.5,39,39,1
2010,"ANC 2F","X",".","2F","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",27,-28,-4.9,1
2010,"ANC 3B","X",".","3B","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",9.1,18,36,1
2010,"ANC 3C","X",".","3C","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",6.0,22,-23,1
2010,"ANC 3D","X",".","3D","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-2.7,22,23,1
2010,"ANC 3E","X",".","3E","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",17,25,10,1
2010,"ANC 3F","X",".","3F","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",5.8,1.2,22,1
2010,"ANC 3G","X",".","3G","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-4.9,13,-12,1
2010,"ANC 4A","X",".","4A","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",1.7,7.2,-6.6,1
2010,"ANC 4B","X",".","4B","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",1.6,1.6,-10,1
2010,"ANC 4C","X",".","4C","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",3.9,-13,-18,1
2010,"ANC 4D","X",".","4D","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",1.1,-7.1,-23,1
2010,"ANC 5A","X",".","5A","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",10,-3.0,38,1
2010,"ANC 5B","X",".","5B","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-5.5,-21,-14,1
2010,"ANC 5C","X",".","5C","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",0.9,-11,-16,1
2010,"ANC 5D","X",".","5D","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",4.4,-13,-17,1
2010,"ANC 5E","X",".","5E","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",5.3,-29,-19,1
2010,"ANC 6A","X",".","6A","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",3.9,-13,-17,1
2010,"ANC 6B","X",".","6B","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",7.9,-4.6,7.9,1
2010,"ANC 6C","X",".","6C","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",5.9,-17,-17,1
2010,"ANC 6D","X",".","6D","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",5.9,-29,-5.7,1
2010,"ANC 6E","X",".","6E","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",13,-29,-2.8,1
2010,"ANC 7B","X",".","7B","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-2.3,-16,12,1
2010,"ANC 7C","X",".","7C","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",1.9,-3.4,-8.5,1
2010,"ANC 7D","X",".","7D","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",2.7,-3.2,-11,1
2010,"ANC 7E","X",".","7E","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-0.6,-8.7,-10,1
2010,"ANC 7F","X",".","7F","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",11,-5.6,-13,1
2010,"ANC 8A","X",".","8A","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",7.0,-5.4,17,1
2010,"ANC 8B","X",".","8B","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-0.2,-13,11,1
2010,"ANC 8C","X",".","8C","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",7.1,-12,25,1
2010,"ANC 8D","X",".","8D","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-14,-25,12,1
2010,"ANC 8E","X",".","8E","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",0.4,-21,39,1
2000,"ANC 1A","X",".","1A","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-0.7,10,-27,1
2000,"ANC 1B","X",".","1B","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-1.4,-16,-29,1
2000,"ANC 1C","X",".","1C","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",3.1,-14,-17,1
2000,"ANC 1D","X",".","1D","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",5.9,3.2,-25,1
2000,"ANC 2A","X",".","2A","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",6.7,-4.3,-7.6,1
2000,"ANC 2B","X",".","2B","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",3.7,-23,3.7,1
2000,"ANC 2C","X",".","2C","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",54,98,8.4,1
2000,"ANC 2D","X",".","2D","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-8.4,-32,-17,1
2000,"ANC 2E","X",".","2E","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",5.7,8.1,-8.4,1
2000,"ANC 2F","X",".","2F","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",10,29,-20,1
2000,"ANC 3B","X",".","3B","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-1.9,-12,-22,1
2000,"ANC 3C","X",".","3C","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-1.1,-1.6,-19,1
2000,"ANC 3D","X",".","3D","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",6.5,7.4,-2.4,1
2000,"ANC 3E","X",".","3E","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-2.8,17,-11,1
2000,"ANC 3F","X",".","3F","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",0.4,5.5,-24,1
2000,"ANC 3G","X",".","3G","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",8.7,5.1,23,1
2000,"ANC 4A","X",".","4A","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-2.9,5.8,5.9,1
2000,"ANC 4B","X",".","4B","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-11,-13,3.9,1
2000,"ANC 4C","X",".","4C","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-1.7,21,-13,1
2000,"ANC 4D","X",".","4D","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-5.3,11,-8.9,1
2000,"ANC 5A","X",".","5A","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-20,-4.3,-26,1
2000,"ANC 5B","X",".","5B","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-7.1,3.6,3.3,1
2000,"ANC 5C","X",".","5C","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-5.2,0.4,-0.5,1
2000,"ANC 5D","X",".","5D","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-19,-21,-27,1
2000,"ANC 5E","X",".","5E","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-14,-3.8,-29,1
2000,"ANC 6A","X",".","6A","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-12,-1.2,-11,1
2000,"ANC 6B","X",".","6B","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-4.8,-8.1,-9.0,1
2000,"ANC 6C","X",".","6C","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-6.4,-8.9,-17,1
2000,"ANC 6D","X",".","6D","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-0.8,3.7,30,1
2000,"ANC 6E","X",".","6E","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-5.3,2.4,-9.1,1
2000,"ANC 7B","X",".","7B","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-10,-4.0,6.0,1
2000,"ANC 7C","X",".","7C","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-12,-5.0,-12,1
2000,"ANC 7D","X",".","7D","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",3.3,19,-16,1
2000,"ANC 7E","X",".","7E","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-23,-17,0.8,1
2000,"ANC 7F","X",".","7F","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-11,0.2,8.6,1
2000,"ANC 8A","X",".","8A","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-10,-2.9,5.7,1
2000,"ANC 8B","X",".","8B","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-4.9,12,-37,1
2000,"ANC 8C","X",".","8C","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-13,4.8,-17,1
2000,"ANC 8D","X",".","8D","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-20,-18,15,1
2000,"ANC 8E","X",".","8E","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-20,-12,3.3,1

