"timeframe","anc2012","TotPop","TotPop_m","anc2012_nf","start_date","end_date","PctPopUnder18Years","PctPop65andOverYears","PctForeignBorn","PctBlackNonHispBridge","PctWhiteNonHispBridge","PctHisp","PctAsianPINonHispBridge","PctFamiliesOwnChildrenFH","PctPopUnder18Years_m","PctPop65andOverYears_m","PctForeignBorn_m","PctBlackNonHispBridge_m","PctWhiteNonHispBridge_m","PctHisp_m","PctAPINonHispBridge_m","PctFamiliesOwnChildFH_m","PctChgTotPop","PctChgPopUnder18Years","PctChgPop65andOverYear","indc"
2000,"ANC 6E",11623,".","6E","01JAN2000","31DEC2000",27,13,".",83,6.6,5.4,5.0,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"ANC 7B",14835,".","7B","01JAN2000","31DEC2000",22,15,".",94,3.8,1.3,0.2,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"ANC 7C",13830,".","7C","01JAN2000","31DEC2000",29,14,".",98,0.7,0.6,0.1,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"ANC 7D",13493,".","7D","01JAN2000","31DEC2000",27,14,".",98,0.6,0.8,0.4,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"ANC 7E",13658,".","7E","01JAN2000","31DEC2000",29,15,".",99,0.4,0.3,0.4,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"ANC 7F",14195,".","7F","01JAN2000","31DEC2000",28,11,".",96,1.6,1.3,0.4,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"ANC 8A",13797,".","8A","01JAN2000","31DEC2000",29,9.5,".",98,1.1,0.6,0.4,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"ANC 8B",14117,".","8B","01JAN2000","31DEC2000",38,6.6,".",98,0.7,0.5,0.4,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"ANC 8C",13661,".","8C","01JAN2000","31DEC2000",34,6.4,".",97,2.2,0.6,0.1,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"ANC 8D",17236,".","8D","01JAN2000","31DEC2000",33,5.1,".",77,17,3.2,2.0,".",".",".",".",".",".",".",".",".","X","X","X",1
2000,"ANC 8E",15227,".","8E","01JAN2000","31DEC2000",41,6.2,".",98,0.2,0.9,0.4,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 1A",23141,".","1A","01JAN1990","31DEC1990",24,12,".",73,3.9,21,1.5,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 1B",20762,".","1B","01JAN1990","31DEC1990",21,11,".",80,6.5,12,0.5,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 1C",15963,".","1C","01JAN1990","31DEC1990",11,6.4,".",29,51,16,2.5,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 1D",11138,".","1D","01JAN1990","31DEC1990",15,11,".",36,35,26,3.0,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 2A",11786,".","2A","01JAN1990","31DEC1990",1.4,13,".",5.7,81,5.0,7.4,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 2B",17368,".","2B","01JAN1990","31DEC1990",6.6,7.0,".",18,62,14,5.4,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 2C",1263,".","2C","01JAN1990","31DEC1990",6.3,22,".",44,14,3.5,39,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 2D",2751,".","2D","01JAN1990","31DEC1990",7.5,14,".",4.9,84,7.8,2.9,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 2E",14220,".","2E","01JAN1990","31DEC1990",5.7,9.3,".",4.5,85,5.7,4.7,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 2F",12068,".","2F","01JAN1990","31DEC1990",11,12,".",52,31,13,3.6,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 3B",9712,".","3B","01JAN1990","31DEC1990",7.6,15,".",4.3,82,9.2,4.8,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 3C",18326,".","3C","01JAN1990","31DEC1990",8.9,19,".",5.4,82,8.6,4.0,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 3D",19372,".","3D","01JAN1990","31DEC1990",12,13,".",4.1,86,5.7,4.6,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 3E",8999,".","3E","01JAN1990","31DEC1990",15,17,".",4.1,86,5.6,4.1,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 3F",12005,".","3F","01JAN1990","31DEC1990",10,19,".",6.4,83,6.9,4.1,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 3G",13743,".","3G","01JAN1990","31DEC1990",19,20,".",8.4,85,3.4,3.3,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 4A",16856,".","4A","01JAN1990","31DEC1990",17,15,".",75,17,6.6,1.0,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 4B",20502,".","4B","01JAN1990","31DEC1990",19,17,".",90,6.2,2.3,1.0,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 4C",19596,".","4C","01JAN1990","31DEC1990",19,17,".",88,5.0,6.1,0.5,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 4D",13169,".","4D","01JAN1990","31DEC1990",20,17,".",95,2.0,2.5,0.3,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 5A",18498,".","5A","01JAN1990","31DEC1990",13,19,".",71,25,2.1,1.2,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 5B",11273,".","5B","01JAN1990","31DEC1990",18,17,".",82,15,2.2,0.9,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 5C",14494,".","5C","01JAN1990","31DEC1990",21,22,".",96,2.5,0.7,0.1,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 5D",17262,".","5D","01JAN1990","31DEC1990",26,15,".",96,3.1,0.4,0.3,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 5E",21671,".","5E","01JAN1990","31DEC1990",21,16,".",89,8.7,1.8,0.6,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 6A",17931,".","6A","01JAN1990","31DEC1990",18,12,".",78,19,1.8,0.6,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 6B",19697,".","6B","01JAN1990","31DEC1990",16,10,".",50,47,1.3,1.4,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 6C",11982,".","6C","01JAN1990","31DEC1990",14,11,".",55,42,2.4,1.0,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 6D",13677,".","6D","01JAN1990","31DEC1990",17,11,".",64,32,2.4,1.8,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 6E",12269,".","6E","01JAN1990","31DEC1990",25,14,".",90,5.2,2.7,2.1,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 7B",16513,".","7B","01JAN1990","31DEC1990",20,13,".",90,8.3,1.6,0.4,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 7C",15741,".","7C","01JAN1990","31DEC1990",27,14,".",98,0.4,0.8,0.2,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 7D",13060,".","7D","01JAN1990","31DEC1990",24,17,".",99,0.5,0.5,0.1,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 7E",17642,".","7E","01JAN1990","31DEC1990",27,11,".",99,0.8,0.3,0.1,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 7F",16010,".","7F","01JAN1990","31DEC1990",25,8.7,".",96,1.5,1.5,0.3,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 8A",15384,".","8A","01JAN1990","31DEC1990",27,8.0,".",96,2.6,0.5,0.1,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 8B",14841,".","8B","01JAN1990","31DEC1990",32,10,".",97,1.3,1.0,0.1,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 8C",15659,".","8C","01JAN1990","31DEC1990",29,6.7,".",96,3.3,0.5,0.2,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 8D",21438,".","8D","01JAN1990","31DEC1990",33,3.5,".",75,20,2.7,1.7,".",".",".",".",".",".",".",".",".","X","X","X",1
1990,"ANC 8E",19116,".","8E","01JAN1990","31DEC1990",37,4.8,".",99,0.4,0.2,0.1,".",".",".",".",".",".",".",".",".","X","X","X",1
2010,"ANC 1A","X",".","1A","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",3.3,-33,-6.6,1
2010,"ANC 1B","X",".","1B","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",16,-32,-23,1
2010,"ANC 1C","X",".","1C","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-0.2,-26,45,1
2010,"ANC 1D","X",".","1D","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-11,-28,-5.3,1
2010,"ANC 2A","X",".","2A","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",36,57,-4.9,1
2010,"ANC 2B","X",".","2B","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",0.8,-37,4.6,1
2010,"ANC 2C","X",".","2C","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",181,28,44,1
2010,"ANC 2D","X",".","2D","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",7.4,60,38,1
2010,"ANC 2E","X",".","2E","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",9.5,39,39,1
2010,"ANC 2F","X",".","2F","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",27,-28,-4.9,1
2010,"ANC 3B","X",".","3B","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",9.1,18,36,1
2010,"ANC 3C","X",".","3C","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",6.0,22,-23,1
2010,"ANC 3D","X",".","3D","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-2.7,22,23,1
2010,"ANC 3E","X",".","3E","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",17,25,10,1
2010,"ANC 3F","X",".","3F","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",5.8,1.2,22,1
2010,"ANC 3G","X",".","3G","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-4.9,13,-12,1
2010,"ANC 4A","X",".","4A","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",1.7,7.2,-6.6,1
2010,"ANC 4B","X",".","4B","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",1.6,1.6,-10,1
2010,"ANC 4C","X",".","4C","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",3.9,-13,-18,1
2010,"ANC 4D","X",".","4D","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",1.1,-7.1,-23,1
2010,"ANC 5A","X",".","5A","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",10,-3.0,38,1
2010,"ANC 5B","X",".","5B","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-5.5,-21,-14,1
2010,"ANC 5C","X",".","5C","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",0.9,-11,-16,1
2010,"ANC 5D","X",".","5D","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",4.4,-13,-17,1
2010,"ANC 5E","X",".","5E","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",5.3,-29,-19,1
2010,"ANC 6A","X",".","6A","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",3.9,-13,-17,1
2010,"ANC 6B","X",".","6B","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",7.9,-4.6,7.9,1
2010,"ANC 6C","X",".","6C","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",5.9,-17,-17,1
2010,"ANC 6D","X",".","6D","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",5.9,-29,-5.7,1
2010,"ANC 6E","X",".","6E","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",13,-29,-2.8,1
2010,"ANC 7B","X",".","7B","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-2.3,-16,12,1
2010,"ANC 7C","X",".","7C","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",1.9,-3.4,-8.5,1
2010,"ANC 7D","X",".","7D","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",2.7,-3.2,-11,1
2010,"ANC 7E","X",".","7E","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-0.6,-8.7,-10,1
2010,"ANC 7F","X",".","7F","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",11,-5.6,-13,1
2010,"ANC 8A","X",".","8A","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",7.0,-5.4,17,1
2010,"ANC 8B","X",".","8B","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-0.2,-13,11,1
2010,"ANC 8C","X",".","8C","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",7.1,-12,25,1
2010,"ANC 8D","X",".","8D","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-14,-25,12,1
2010,"ANC 8E","X",".","8E","01JAN2000","31DEC2010","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",0.4,-21,39,1
2000,"ANC 1A","X",".","1A","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-0.7,10,-27,1
2000,"ANC 1B","X",".","1B","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-1.4,-16,-29,1
2000,"ANC 1C","X",".","1C","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",3.1,-14,-17,1
2000,"ANC 1D","X",".","1D","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",5.9,3.2,-25,1
2000,"ANC 2A","X",".","2A","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",6.7,-4.3,-7.6,1
2000,"ANC 2B","X",".","2B","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",3.7,-23,3.7,1
2000,"ANC 2C","X",".","2C","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",54,98,8.4,1
2000,"ANC 2D","X",".","2D","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-8.4,-32,-17,1
2000,"ANC 2E","X",".","2E","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",5.7,8.1,-8.4,1
2000,"ANC 2F","X",".","2F","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",10,29,-20,1
2000,"ANC 3B","X",".","3B","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-1.9,-12,-22,1
2000,"ANC 3C","X",".","3C","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-1.1,-1.6,-19,1
2000,"ANC 3D","X",".","3D","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",6.5,7.4,-2.4,1
2000,"ANC 3E","X",".","3E","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-2.8,17,-11,1
2000,"ANC 3F","X",".","3F","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",0.4,5.5,-24,1
2000,"ANC 3G","X",".","3G","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",8.7,5.1,23,1
2000,"ANC 4A","X",".","4A","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-2.9,5.8,5.9,1
2000,"ANC 4B","X",".","4B","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-11,-13,3.9,1
2000,"ANC 4C","X",".","4C","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-1.7,21,-13,1
2000,"ANC 4D","X",".","4D","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-5.3,11,-8.9,1
2000,"ANC 5A","X",".","5A","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-20,-4.3,-26,1
2000,"ANC 5B","X",".","5B","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-7.1,3.6,3.3,1
2000,"ANC 5C","X",".","5C","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-5.2,0.4,-0.5,1
2000,"ANC 5D","X",".","5D","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-19,-21,-27,1
2000,"ANC 5E","X",".","5E","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-14,-3.8,-29,1
2000,"ANC 6A","X",".","6A","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-12,-1.2,-11,1
2000,"ANC 6B","X",".","6B","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-4.8,-8.1,-9.0,1
2000,"ANC 6C","X",".","6C","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-6.4,-8.9,-17,1
2000,"ANC 6D","X",".","6D","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-0.8,3.7,30,1
2000,"ANC 6E","X",".","6E","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-5.3,2.4,-9.1,1
2000,"ANC 7B","X",".","7B","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-10,-4.0,6.0,1
2000,"ANC 7C","X",".","7C","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-12,-5.0,-12,1
2000,"ANC 7D","X",".","7D","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",3.3,19,-16,1
2000,"ANC 7E","X",".","7E","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-23,-17,0.8,1
2000,"ANC 7F","X",".","7F","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-11,0.2,8.6,1
2000,"ANC 8A","X",".","8A","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-10,-2.9,5.7,1
2000,"ANC 8B","X",".","8B","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-4.9,12,-37,1
2000,"ANC 8C","X",".","8C","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-13,4.8,-17,1
2000,"ANC 8D","X",".","8D","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-20,-18,15,1
2000,"ANC 8E","X",".","8E","01JAN1990","31DEC2000","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",-20,-12,3.3,1

